Wed Dec  8 01:23:09 EST 2021,inference-vgg13-tigershark1-job-0,job_config_inference-vgg13-tigershark1.yaml,2
Wed Dec  8 01:23:11 EST 2021,inference-densenet121-dog3-job-0,job_config_inference-densenet121-dog3.yaml,3
Wed Dec  8 01:23:15 EST 2021,inference-resnet152-goose1-job-0,job_config_inference-resnet152-goose1.yaml,0
Wed Dec  8 01:23:18 EST 2021,inference-vgg11-cat3-job-0,job_config_inference-vgg11-cat3.yaml,5
Wed Dec  8 01:23:24 EST 2021,inference-resnet101-hen2-job-0,job_config_inference-resnet101-hen2.yaml,4
Wed Dec  8 01:23:30 EST 2021,inference-resnet50-tigershark4-job-0,job_config_inference-resnet50-tigershark4.yaml,5
Wed Dec  8 01:23:36 EST 2021,inference-resnet50-tigershark1-job-0,job_config_inference-resnet50-tigershark1.yaml,2
Wed Dec  8 01:23:38 EST 2021,inference-resnet50-dog4-job-0,job_config_inference-resnet50-dog4.yaml,5
Wed Dec  8 01:23:44 EST 2021,inference-densenet121-goose5-job-0,job_config_inference-densenet121-goose5.yaml,4
Wed Dec  8 01:23:48 EST 2021,inference-resnet18-goose1-job-0,job_config_inference-resnet18-goose1.yaml,4
Wed Dec  8 01:23:57 EST 2021,inference-vgg11-cat4-job-0,job_config_inference-vgg11-cat4.yaml,5
Wed Dec  8 01:24:02 EST 2021,single-node-vgg11-cifar10-epochs1-batchsize16-job-0,job_config_single-node-vgg11-cifar10-epochs1-batchsize16.yaml,0
Wed Dec  8 01:24:02 EST 2021,inference-vgg13-dog1-job-0,job_config_inference-vgg13-dog1.yaml,0
Wed Dec  8 01:24:03 EST 2021,inference-vgg13-hen2-job-0,job_config_inference-vgg13-hen2.yaml,1
Wed Dec  8 01:24:04 EST 2021,inference-resnet34-dog4-job-0,job_config_inference-resnet34-dog4.yaml,5
Wed Dec  8 01:24:10 EST 2021,inference-resnet50-tigershark2-job-0,job_config_inference-resnet50-tigershark2.yaml,0
Wed Dec  8 01:24:10 EST 2021,inference-densenet121-tigershark3-job-0,job_config_inference-densenet121-tigershark3.yaml,0
Wed Dec  8 01:24:10 EST 2021,single-node-densenet169-cifar10-epochs1-batchsize32-job-0,job_config_single-node-densenet169-cifar10-epochs1-batchsize32.yaml,3
Wed Dec  8 01:24:14 EST 2021,inference-resnet101-tigershark2-job-0,job_config_inference-resnet101-tigershark2.yaml,0
